tsec,tnsec,seqNo,id,type,side,bid0,bid1,bid2,bid3,bid4,bid_size0,bid_size1,bid_size2,bid_size3,bid_size4,ask0,ask1,ask2,ask3,ask4,ask_size0,ask_size1,ask_size2,ask_size3,ask_size4
1780861678,292795164,37,1747767916,D,N,6122200000000,6122199000000,6122198000000,6122116000000,6122103000000,96021000,116000,17000,9000,18000,6122201000000,6122202000000,6122203000000,6122254000000,6122310000000,156499000,80000,17000,27000,18000
1780861678,392865922,38,1747767916,5,N,6122200000000,6122199000000,6122198000000,6122116000000,6122103000000,96021000,116000,17000,9000,18000,6122201000000,6122202000000,6122203000000,6122254000000,6122310000000,156499000,80000,17000,27000,18000
1780861678,392917851,39,1747767916,D,N,6122200000000,6122199000000,6122198000000,6122116000000,6122103000000,96021000,116000,17000,9000,18000,6122201000000,6122202000000,6122203000000,6122254000000,6122310000000,156499000,80000,17000,27000,18000
1780861678,492422166,40,1747767916,5,N,6122200000000,6122199000000,6122198000000,6122116000000,6122103000000,96021000,116000,17000,9000,18000,6122201000000,6122202000000,6122203000000,6122254000000,6122310000000,156499000,80000,17000,27000,18000
1780861678,492459277,41,1747767916,D,N,6122200000000,6122199000000,6122198000000,6122116000000,6122103000000,96021000,116000,17000,9000,18000,6122201000000,6122202000000,6122203000000,6122254000000,6122310000000,156499000,80000,17000,27000,18000
1780861678,592292655,42,1747767916,5,N,6122200000000,6122199000000,6122198000000,6122116000000,6122103000000,96021000,116000,17000,9000,18000,6122201000000,6122202000000,6122203000000,6122254000000,6122310000000,156499000,80000,17000,27000,18000
1780861678,592342901,43,1747767916,D,N,6122200000000,6122199000000,6122198000000,6122116000000,6122103000000,96021000,116000,17000,9000,18000,6122201000000,6122202000000,6122203000000,6122254000000,6122310000000,156499000,80000,17000,27000,18000
1780861678,692449352,44,1747767916,5,N,6122200000000,6122199000000,6122198000000,6122116000000,6122103000000,96021000,116000,17000,9000,18000,6122201000000,6122202000000,6122203000000,6122254000000,6122310000000,156499000,80000,17000,27000,18000
1780861678,692547415,45,1747767916,D,N,6122200000000,6122199000000,6122198000000,6122116000000,6122103000000,96021000,116000,17000,9000,18000,6122201000000,6122202000000,6122203000000,6122254000000,6122310000000,156499000,80000,17000,27000,18000
1780861678,791236041,46,1747767916,5,N,6122200000000,6122199000000,6122198000000,6122116000000,6122103000000,96021000,116000,17000,9000,18000,6122201000000,6122202000000,6122203000000,6122254000000,6122310000000,156499000,80000,17000,27000,18000
